## smcDiagnose 5.00 200
TIME_DIFF ,0.000000
ovC7 , 68.739998
ovC8 , 68.739998
ovC9 , 68.739998
ovCa , 68.739998
ovCb , 68.739998
ovCc , 68.739998
ovD1 , 98.125000
ovD2 , 77.500000
ovD3 , 75.625000
ovD4 , 70.000000
ovD5 , 38.953976
ovD6 , 27.531382
ovD7 , 17.573221
ovD8 , 0.292887
ovE1 , 98.437500
ovE2 , 81.250000
ovE3 , 79.687500
ovE4 , 75.000000
ovE5 , 41.736401
ovE6 , 29.497910
ovE7 , 18.828449
ovE8 , 0.313810
ovb0 , 6.970000
ovb1 , 2.630000
ovb2 , -4.980000
ovb3 , 3.120000
ovc0 , 0.150000
ovc1 , -0.440000
ovc2 , 1.020000
ovc3 , 0.500000
ovc4 , -0.100000
ovd0 , 0.190000
ovd1 , -0.470000
ovd2 , 1.050000
ovd3 , 0.520000
ovd4 , -0.120000
ove0 , 0.150000
ove1 , -0.360000
ove2 , 0.510000
ove3 , -0.500000
ove4 , 1.320000
ovf0 , 2.970000
ovf1 , -0.580000
ovf2 , 1.190000
ovf3 , 0.740000
ovf4 , -0.440000
ovg0 , -1.510000
ovg1 , -0.580000
ovg2 , 0.690000
ovg3 , 2.140000
ovg4 , -1.260000
ovh0 , -0.330000
ovh1 , 0.620000
ovh2 , 0.390000
ovi0 , -0.710000
ovi1 , 0.390000
ovi2 , 0.630000
ovj0 , -0.530000
ovj1 , 0.580000
ovj2 , 0.430000
ovk0 , 1.580000
ovk1 , 0.930000
ovk2 , 0.410000
ovk3 , -0.390000
ovl0 , 2.460000
ovl1 , 0.870000
ovl2 , 0.520000
ovl3 , -0.470000
ovm0 , 0.120000
ovm1 , 0.810000
ovm2 , 0.180000
ovn0 , 0.110000
ovn1 , 0.730000
ovn2 , 0.270000
ovo0 , 0.630000
ovo1 , 0.510000
ovo2 , 0.470000
ovp0 , 0.400000
ovp1 , 0.770000
ovp2 , 0.210000
ovq0 , 0.350000
ovq1 , 0.810000
ovq2 , 0.170000
ovr0 , 0.520000
ovr1 , 0.280000
ovr2 , 0.720000
ovs0 , 0.520000
ovs1 , 0.250000
ovs2 , 0.740000
ovt0 , 0.630000
ovt1 , 0.210000
ovt2 , 0.780000
ovu0 , 0.290000
ovu1 , 0.170000
ovu2 , 0.820000
ovv0 , 0.050000
ovv1 , 0.150000
ovv2 , 0.840000
ovw0 , 0.310000
ovw1 , 0.990000
ovx0 , -0.140000
ovx1 , 0.990000
ovx2 , 0.020000
ovy0 , 2.130000
ovy1 , 0.030000
ovy2 , 0.930000
ovz0 , 1.890000
ovz1 , 0.150000
ovz2 , 0.890000
ovz3 , -0.070000
pmAS , 0.000000
pmDB , 16711680.000000
pmFC , 0x01 00 
pmFL , 0x00 00 
pmHC , 3.000000
ptdE , 0x70 f6 e9 ed 02 00 00 00  ac f6 e9 ed 02 00 00 00  00 e6 e9 ed 02 00 00 00  05 00 05 00 01 00 00 00  
rARA , 0.000000
rARa , 0.000000
rASO , 0.000000
rASo , 0.000000
rCPU , 565.000000
rCTL , 0.000000
rLOW , 750.000000
rRAM , 770.000000
rSOC , 610.000000
rVD2 , 970.000000
rVDA , 0.000000
rVDB , 0.000000
rVDF , 805.000000
rWRM , 0.000000
rtB1 , 100.000000
rtB2 , 100.000000
rtB8 , 100.000000
rtT1 , 100.000000
rtb1 , 100.000000
rtb2 , 100.000000
rtb4 , 100.000000
rtb5 , 100.000000
rtbk , 100.000000
rtt1 , 100.000000
rtt4 , 100.000000
rtt5 , 100.000000
sALD , 0.000000
sPA2 , 0.000000
sPA4 , 0.000000
sPAD , 0.000000
sPST , 3129481907.000000
sRAS , 0.000000
sRTC , 57873078.000000
sRTT , 1896385044987.000000
si01 , 1.369115
si0V , 34.399994
siBU , 90.000000
siNF , 34.999683
sit1 , 0.000000
sit2 , 0.000000
sit3 , 0.000000
sit4 , 0.000000
sit5 , 0.000000
sit6 , 0.000000
sit7 , 0.000000
uuCO , 0.000000
uuCo , 0.000000
uuH1 , 47.000000
uuH2 , 49.000000
uuH8 , 43.000000
uuPa , 200.000000
uuV1 , 0.000000
uuV2 , 0.000000
uuV3 , 0.000000
uuV4 , 0.000000
uuV5 , 0.000000
uuV6 , 0.000000
uuV7 , 0.000000
uuZ0 , 0.000000
uuh1 , 43.000000
uuh2 , 46.000000
uuh4 , 43.000000
uuh5 , 43.000000
uuh6 , 43.000000
uuh8 , 100.000000
uuhk , 45.000000
uupx , 65.000000
voB0 , 100.000000
voBi , 0.000000
voC0 , 65535.000000
voC1 , 100.000000
voC2 , 100.000000
voCi , 0.000000
voCj , 0.000000
voCk , 0.000000
voI0 , 100.000000
voIi , 0.000000
voK0 , 100.000000
voKi , 0.000000
voL0 , 0.000000
voL1 , 0.000000
voL2 , 0.000000
voL3 , 0.000000
voL4 , 1.000000
voL5 , 0.000000
voL6 , 0.000000
voL7 , 0.000000
voL8 , 1.000000
voL9 , 0.000000
voLA , 1.000000
voLB , 0.000000
voLi , 1.000000
voLj , 1.000000
voLk , 0.000000
voLl , 1.000000
voLm , 0.000000
voLn , 0.000000
voLo , 0.000000
voLp , 0.000000
voLq , 0.000000
voLr , 0.000000
voLs , 0.000000
voLt , 0.000000
voP0 , 65.000000
voPi , 0.000000
voPj , 0.000000
voPs , 100.000000
voR1 , 100.000000
voR2 , 100.000000
voR3 , 100.000000
voRi , 0.000000
voRj , 0.000000
voRk , 0.000000
voS0 , 100.000000
voSi , 0.000000
voT0 , 100.000000
voTi , 0.000000
voW0 , 100.000000
voWi , 0.000000
voX0 , 0.000000
voXi , 0.000000
w000 , 0.000000
w002 , 0.000000
w003 , 0.000000
w004 , 0.000000
xBS1 , 0.000000
xBS2 , 0.000000
xBS3 , 0.000000
xCFT , 0.000000
xCTA , 10.000000
xDPE , 1.380124
xHIP , 65.000000
xLPM , 65.000000
xPAr , 3.839000
xPDs , 7.027000
xPNf , 0.850000
xPPT , 65.000000
xPSp , 65.000000
xPWi , 50.000000
xPb1 , 50.000000
xPb2 , 50.000000
xPb3 , 50.000000
xRPE , 0.471000
xUPT , 65.000000
zEAO , 0x05 01 64 00 00 1e 48 42  64 f0 04 42 80 27 03 42  90 6b 1a 42 00 80 11 42  00 00 00 00 00 00 00 00  
zECm , 0x0b 01 03 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
zENc , 0x03 01 10 00 ad ff 0b 42  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
zES0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
zETC , 0x04 01 01 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
zETM , 0x1d 01 13 00 6f 12 83 3a  00 00 fe c2 00 00 00 00  00 00 00 00 00 f0 07 45  ae 87 54 44 00 00 00 00  00 00 00 00 00 00 00 00  00 00 b6 42 00 00 00 00  00 00 00 00 00 00 80 3f  00 00 00 00 00 00 fe c2  00 00 00 00 dd 4c 9b 43  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 fe c2  00 00 00 00 00 00 00 00  
zEWP , 0x07 01 35 00 e9 26 f1 3e  3b df 0f 3f 00 00 00 00  dd 24 06 3f 9e ef 07 3f  f8 53 03 3f d3 4d 02 3f  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
zEWi , 0x03 01 01 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
zSAa , 222216.000000
zSAc , 358.000000
zSAi , 673.000000
zSBa , 1935461.000000
zSBc , 334.000000
zSBi , 3862.000000
zSDa , -40269.000000
zSDc , 27.000000
zSEi , 725893.000000
zSEj , 2202.000000
zSEm , 0x39 6a 34 35 78 62 74 7a  77 35 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
zSEs , 2875.000000
zSEw , 948109.000000
zSLa , 718601.000000
zSLc , 363.000000
zSLi , 4066.000000
zSPa , 2613793.000000
zSPc , 358.000000
zSPe , 0.000000
zSPi , 7928.000000
zSPm , 4683.000000
zSPn , 1693.000000
zSPp , 0xf8 1e 00 00 e2 0f 00 00  a1 02 00 00 21 e2 27 00  00 00 00 00 09 f7 0a 00  00 00 00 00 08 64 03 00  00 00 00 00 66 01 00 00  6b 01 00 00 66 01 00 00  16 0f 00 00 65 88 1d 00  00 00 00 00 4e 01 00 00  b3 62 ff ff ff ff ff ff  1b 00 00 00 3b 0b 00 00  8d 77 0e 00 00 00 00 00  9a 08 00 00 85 13 0b 00  00 00 00 00 4b 12 00 00  9d 06 00 00 00 00 00 00  
zSPq , 0xa1 02 00 00 08 64 03 00  00 00 00 00 66 01 00 00  3b 0b 00 00 8d 77 0e 00  00 00 00 00 9a 08 00 00  85 13 0b 00 00 00 00 00  00 00 00 00 
zSPr , 0xf8 1e 00 00 21 e2 27 00  00 00 00 00 e2 0f 00 00  09 f7 0a 00 00 00 00 00  66 01 00 00 6b 01 00 00  16 0f 00 00 65 88 1d 00  00 00 00 00 4e 01 00 00  4b 12 00 00 9d 06 00 00  b3 62 ff ff ff ff ff ff  1b 00 00 00 c9 0c 00 00  5d e6 06 00 00 00 00 00  66 01 00 00 4b 12 00 00  9d 06 00 00 f8 1e 00 00  16 0f 00 00 
zSPs , 3273.000000
zSPt , 358.000000
zSPu , 452189.000000
zSQ0 , 4683.000000
zSR0 , 1693.000000
zSS0 , 7928.000000
zST0 , 90.000000
zSU0 , 3862.000000
zSV0 , 32670.000000
zSW0 , 363.000000
zSX0 , 0x5a 9e 7f 00 00 00 00 00  00 6b 01 00 00 
TIME_END ,2.079289
